altitude(m),velocity(m/s),Time(ms)
178.0,0.0,2383782.5
178.0,0.0,2384781.0
178.0,0.0,2386777.5
178.0,0.0,2387776.0
178.0,0.0,2389772.0
178.0,0.0,2390770.5
178.0,0.0,2391767.5
178.0,0.0,2392766.0
178.0,0.0,2393764.0
178.0,0.0,2394762.0
178.0,0.0,2396759.0
178.0,0.0,2397757.0
178.0,-1.0025062656637582,2398756.0
177.0,0.0,2399753.5
177.0,0.0,2400751.5
177.0,0.0,2401750.0
177.0,0.0,2402748.0
177.0,0.0,2403746.0
177.0,1.0015022533803766,2404744.5
178.0,0.0,2405743.0
178.0,0.0,2406740.5
178.0,0.0,2407740.0
178.0,0.0,2408737.0
178.0,0.0,2409735.5
178.0,0.0,2410734.0
178.0,0.0,2412730.0
178.0,1.0010010010012051,2413728.5
179.0,0.0,2414727.5
179.0,0.0,2416723.0
179.0,0.0,2417721.0
179.0,0.0,2418723.5
179.0,0.0,2419717.5
179.0,0.0,2421714.0
179.0,1.0030090270809435,2423712.0
180.0,0.0,2424709.0
180.0,0.0,2426705.5
180.0,0.0,2427704.0
180.0,0.0,2428702.5
180.0,0.0,2429700.0
180.0,0.0,2432694.5
180.0,0.0,2433693.0
180.0,0.0,2434691.0
180.0,0.0,2435689.0
180.0,0.0,2436687.0
180.0,0.0,2437685.0
180.0,0.0,2438683.5
180.0,0.0,2440679.0
180.0,1.0015022533794644,2442675.0
181.0,0.0,2443673.5
181.0,0.0,2444672.5
181.0,0.0,2445670.5
181.0,0.0,2446669.0
181.0,0.0,2447667.0
181.0,-1.0020040080164412,2448664.5
180.0,0.0,2449662.5
180.0,0.0,2450661.0
180.0,0.0,2451659.0
180.0,0.0,2452657.0
180.0,0.0,2454653.5
180.0,-1.0025062656637582,2455652.0
179.0,0.0,2456649.5
179.0,0.0,2457648.0
179.0,-0.3340571237682106,2459645.0
178.0,0.0,2462638.5
178.0,0.0,2464634.5
178.0,0.0,2465632.0
178.0,0.0,2466630.5
178.0,0.0,2467628.5
178.0,0.0,2468627.5
178.0,0.0,2469626.0
178.0,0.0,2470624.0
178.0,0.0,2472620.0
178.0,0.0,2474616.0
178.0,0.0,2475614.0
178.0,0.5010020040079923,2477610.5
179.0,0.0,2479606.5
179.0,0.0,2480604.5
179.0,0.0,2481602.5
179.0,0.0,2482600.5
179.0,0.0,2483598.5
179.0,0.0,2484596.5
179.0,0.0,2485595.5
179.0,0.0,2486593.0
179.0,0.0,2487591.0
179.0,-1.0030090270809435,2488589.5
178.0,0.0,2489586.5
178.0,0.0,2490584.5
178.0,0.0,2493579.5
178.0,0.0,2494578.0
178.0,0.0,2495576.0
178.0,0.0,2496574.0
178.0,0.0,2497572.5
178.0,0.0,2498570.5
178.0,0.0,2499568.5
178.0,0.0,2500567.0
178.0,0.0,2501565.0
178.0,0.0,2502563.0
178.0,0.0,2503561.5
178.0,0.0,2504559.5
178.0,0.0,2506555.5
178.0,0.0,2509550.5
178.0,0.0,2510548.5
178.0,0.0,2511546.5
178.0,0.0,2512544.5
178.0,-0.5010020040079923,2513542.5
177.0,0.0,2515538.5
177.0,0.0,2516537.0
177.0,0.0,2517535.0
177.0,0.0,2520530.0
177.0,0.0,2521528.5
177.0,0.0,2522526.5
177.0,0.0,2523524.5
177.0,0.0,2525521.5
177.0,-0.5007511266899602,2526519.5
176.0,0.0,2528516.5
176.0,0.0,2529514.0
176.0,0.0,2531511.0
176.0,0.0,2532508.0
176.0,0.0,2533506.5
176.0,0.0,2534505.0
176.0,0.0,2535503.0
176.0,0.5010020040079923,2536502.0
177.0,0.0,2538498.0
177.0,0.0,2540493.0
177.0,0.0,2541491.5
177.0,0.0,2542491.0
177.0,0.0,2543489.0
177.0,0.0,2544487.0
177.0,0.0,2545485.0
177.0,0.0,2546483.0
177.0,0.0,2547481.5
177.0,0.0,2548479.5
177.0,1.002004008015528,2549477.5
178.0,0.0,2550475.5
178.0,0.0,2551474.0
178.0,0.0,2552472.5
178.0,0.0,2553470.0
178.0,0.0,2556464.5
178.0,0.0,2557463.0
178.0,0.0,2558461.0
178.0,0.0,2559459.0
178.0,0.0,2560457.0
178.0,0.0,2561455.0
178.0,0.0,2562453.0
178.0,0.0,2563450.5
178.0,0.5010020040079923,2564449.0
179.0,0.0,2566445.0
179.0,0.0,2567444.0
179.0,0.0,2569440.0
179.0,0.0,2570438.0
179.0,0.5010020040079923,2572434.0
180.0,0.0,2574430.0
180.0,0.0,2575428.5
180.0,0.0,2576426.5
180.0,0.0,2578422.5
180.0,0.0,2579421.0
180.0,0.0,2580419.0
180.0,0.0,2581417.0
180.0,0.0,2582415.0
180.0,0.0,2583413.0
180.0,0.0,2584410.0
180.0,0.0,2586409.0
180.0,0.0,2587406.5
180.0,0.0,2588404.5
180.0,0.0,2589403.0
180.0,1.0025062656637582,2590401.5
181.0,-0.9985022466297504,2591399.0
180.0,0.0,2592400.5
180.0,1.0030090270809435,2593397.5
181.0,0.0,2594394.5
181.0,0.0,2595393.0
181.0,0.0,2596392.0
181.0,-1.0010010010012051,2597390.5
180.0,0.0,2598389.5
180.0,0.0,2599387.0
180.0,0.0,2600386.0
180.0,0.0,2601383.5
180.0,0.0,2602382.5
180.0,0.0,2603380.5
180.0,0.0,2604378.5
180.0,0.0,2605377.0
180.0,0.0,2606375.5
180.0,0.0,2607373.5
180.0,0.0,2609370.5
180.0,0.0,2610368.5
180.0,0.0,2611366.5
180.0,0.0,2612364.0
180.0,0.0,2613362.0
180.0,0.0,2614360.5
180.0,0.0,2615359.0
180.0,0.0,2616357.5
180.0,-0.5008765339343358,2617355.5
179.0,0.0,2619352.0
179.0,0.0,2620348.5
179.0,0.0,2621348.5
179.0,0.0,2622346.0
179.0,0.0,2623344.5
179.0,0.0,2624342.5
179.0,0.0,2625340.5
179.0,0.0,2626338.5
179.0,0.0,2627336.0
179.0,0.0,2628334.5
179.0,0.0,2629333.5
179.0,0.0,2630331.0
179.0,0.0,2631329.0
179.0,0.0,2632326.5
179.0,0.0,2633325.5
179.0,0.0,2635322.0
179.0,0.0,2637316.5
179.0,0.0,2638315.0
179.0,0.0,2639313.0
179.0,0.0,2640312.0
179.0,0.0,2641310.5
179.0,0.0,2642308.0
179.0,0.0,2643306.5
179.0,0.0,2644304.0
179.0,0.0,2645302.0
179.0,0.0,2646300.0
179.0,0.0,2647299.0
179.0,0.0,2648296.0
179.0,0.0,2649295.0
179.0,0.0,2651290.5
179.0,0.0,2652288.0
179.0,0.0,2653286.5
179.0,0.0,2655282.0
179.0,0.0,2656280.5
179.0,0.0,2657278.5
179.0,0.0,2658277.5
179.0,0.0,2659274.5
179.0,-1.0025062656637582,2660272.5
178.0,0.0,2661270.0
178.0,0.0,2662268.0
178.0,0.0,2663266.0
178.0,0.0,2664264.5
178.0,0.0,2665263.0
178.0,0.0,2668257.0
178.0,0.0,2669255.0
178.0,0.0,2671251.5
178.0,0.0,2672249.0
178.0,0.0,2673247.0
178.0,0.0,2675244.0
178.0,0.0,2676241.5
178.0,0.0,2677240.0
178.0,0.0,2678238.0
178.0,0.0,2679236.0
178.0,0.0,2680234.5
178.0,0.0,2681231.5
178.0,0.0,2682230.5
178.0,0.0,2683228.5
178.0,0.0,2684227.5
178.0,0.0,2685224.5
178.0,0.0,2686222.5
178.0,0.0,2687220.5
178.0,0.0,2688218.5
178.0,0.0,2689218.0
178.0,0.0,2690216.0
178.0,0.0,2691214.0
178.0,0.0,2693211.0
178.0,0.0,2694208.0
178.0,0.0,2695206.0
178.0,0.0,2696205.0
178.0,0.0,2697202.5
178.0,0.0,2698200.5
178.0,0.0,2699198.5
178.0,0.0,2700196.5
178.0,0.0,2702194.0
178.0,0.0,2703191.0
178.0,0.0,2704189.0
178.0,0.0,2705188.0
178.0,0.0,2706185.5
178.0,0.0,2707183.5
178.0,0.0,2708182.5
178.0,0.0,2709179.5
178.0,1.0020040080164412,2710177.0
179.0,0.0,2711175.0
179.0,0.0,2712174.5
179.0,0.0,2714170.5
179.0,0.0,2715168.5
179.0,0.0,2716166.5
179.0,1.001001001000294,2717165.0
180.0,0.0,2718164.0
180.0,0.0,2719161.5
180.0,0.0,2720159.5
180.0,0.5007511266899602,2721157.5
181.0,0.0,2723154.5
181.0,0.0,2724152.5
181.0,0.0,2725151.0
181.0,1.0030090270818586,2726150.0
182.0,0.0,2727147.0
182.0,0.0,2728146.0
182.0,0.0,2730142.0
182.0,0.0,2731140.5
182.0,0.0,2732138.5
182.0,-0.5011275369581577,2733136.5
181.0,0.0,2735132.0
181.0,0.0,2736130.0
181.0,0.0,2737128.0
181.0,0.0,2738127.0
181.0,0.0,2739125.5
181.0,-1.0025062656646724,2740123.5
180.0,0.0,2741121.0
180.0,0.0,2742120.0
180.0,0.0,2743118.0
180.0,0.5012531328321076,2744117.5
181.0,0.0,2746112.5
181.0,0.0,2747110.0
181.0,0.0,2750105.0
181.0,0.0,2751103.0
181.0,0.0,2752101.0
181.0,-1.0015022533794644,2753098.0
180.0,0.0,2754096.5
180.0,0.0,2755094.5
180.0,0.0,2756092.0
180.0,0.0,2757089.5
180.0,0.0,2758088.5
180.0,-0.5010020040079923,2759085.5
179.0,0.0,2761081.5
179.0,0.0,2762079.5
179.0,-1.0020040080164412,2763078.0
178.0,0.0,2764076.0
178.0,0.5010020040079923,2765074.0
179.0,0.0,2767070.0
179.0,0.0,2768068.0
179.0,0.0,2769065.5
179.0,0.0,2770064.0
179.0,0.0,2771062.5
